title,company,experience,salary,location,skills,posted,job_url,scraped_at,search_text,extracted_skills,city,salary_min_lpa,salary_max_lpa,salary_mid_lpa,exp_min_yrs,exp_max_yrs,exp_mid_yrs,company_type
Data Analyst,Atyeti,3-6 Yrs,Not disclosed,"Hybrid - Mumbai, Pune","Azure Data Factory, Data Analysis, Azure Logic Apps, Data Governance, Pyspark, Power Bi, Analysis, Data",2 days ago,https://www.naukri.com/job-listings-data-analyst-atyeti-mumbai-pune-3-to-6-years-080426017167,2026-04-10 13:02,"Azure Data Factory, Data Analysis, Azure Logic Apps, Data Governance, Pyspark, Power Bi, Analysis, Data  Data Analyst","azure, data analysis, data governance, power bi",Mumbai,,,,3.0,6.0,4.5,Other
Data Analyst with MDM,Clifyx Technology,0-5 Yrs,Not disclosed,Bengaluru,"Stakeholder Engagement, RFI, Data structures, software asset management, Business process mapping, Data Analyst, Windows, Vendor",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-with-mdm-clifyx-technology-bengaluru-0-to-5-years-260326500793,2026-04-10 13:02,"Stakeholder Engagement, RFI, Data structures, software asset management, Business process mapping, Data Analyst, Windows, Vendor  Data Analyst with MDM",,Bengaluru,,,,0.0,5.0,2.5,Other
Data Analyst,ti Steps,4-9 Yrs,5-7.5 Lacs PA,Tiruchirapalli(Trichy),"Data Analysis, Data Processing, Data Reporting, SQL, SAS, SPSS, Reporting, Analysis",Just now,https://www.naukri.com/job-listings-data-analyst-ti-steps-tiruchirapalli-4-to-9-years-100426006192,2026-04-10 13:02,"Data Analysis, Data Processing, Data Reporting, SQL, SAS, SPSS, Reporting, Analysis  Data Analyst","data analysis, reporting, sql",Tiruchirapalli(Trichy),5.0,7.5,6.25,4.0,9.0,6.5,Other
Data Analyst,Kent PLC,10-18 Yrs,Not disclosed,Mumbai,"Data analysis, Assurance, Data management, Financial reporting, Data collection, power bi, HTML, IFRS",1 day ago,https://www.naukri.com/job-listings-data-analyst-kent-plc-mumbai-10-to-18-years-090426503422,2026-04-10 13:02,"Data analysis, Assurance, Data management, Financial reporting, Data collection, power bi, HTML, IFRS  Data Analyst","data analysis, power bi, reporting",Mumbai,,,,10.0,18.0,14.0,Other
Data Analyst I,Apex Group,2-7 Yrs,Not disclosed,Pune,"Talent acquisition, Analytical, Machine learning, Fund administration, Stakeholder management, Recruitment, SQL, Data extraction",1 day ago,https://www.naukri.com/job-listings-data-analyst-i-apex-fund-services-llp-pune-2-to-7-years-090426502334,2026-04-10 13:02,"Talent acquisition, Analytical, Machine learning, Fund administration, Stakeholder management, Recruitment, SQL, Data extraction  Data Analyst I","data analysis, machine learning, sql, stakeholder management",Pune,,,,2.0,7.0,4.5,Other
Data Analyst,Qsix,3-7 Yrs,4-6 Lacs PA,Gurugram,"Power Bi, Advanced Excel, SQL, Data analysis, Data, Bi, Excel",1 day ago,https://www.naukri.com/job-listings-data-analyst-qsix-gurugram-3-to-7-years-090426022887,2026-04-10 13:02,"Power Bi, Advanced Excel, SQL, Data analysis, Data, Bi, Excel  Data Analyst","data analysis, excel, power bi, sql",Gurugram,4.0,6.0,5.0,3.0,7.0,5.0,Other
Data Analyst,Shaip Ai Data (india),1-3 Yrs,Not disclosed,Ahmedabad,"Excel, Power Bi, Advanced Excel, Data, Data analysis, Bi",1 day ago,https://www.naukri.com/job-listings-data-analyst-shaip-ai-data-india-ahmedabad-1-to-3-years-090426019173,2026-04-10 13:02,"Excel, Power Bi, Advanced Excel, Data, Data analysis, Bi  Data Analyst","data analysis, excel, power bi",Ahmedabad,,,,1.0,3.0,2.0,Other
Data Analyst,Scrini Ai,3-8 Yrs,Not disclosed,Noida,"Analytical skills, Health insurance, Data analysis, Programming, power bi, Wellness, Data Analyst, Management",1 day ago,https://www.naukri.com/job-listings-data-analyst-scrini-ai-noida-3-to-8-years-080426505072,2026-04-10 13:02,"Analytical skills, Health insurance, Data analysis, Programming, power bi, Wellness, Data Analyst, Management  Data Analyst","data analysis, power bi",Noida,,,,3.0,8.0,5.5,Other
Data Analyst,Scrini Ai,4-7 Yrs,Not disclosed,Noida,"Computer science, Data analysis, Business analytics, power bi, Wellness, Data Analyst, Data quality, Analyst 3",1 day ago,https://www.naukri.com/job-listings-data-analyst-scrini-ai-noida-4-to-7-years-080426504310,2026-04-10 13:02,"Computer science, Data analysis, Business analytics, power bi, Wellness, Data Analyst, Data quality, Analyst 3  Data Analyst","data analysis, data quality, power bi",Noida,,,,4.0,7.0,5.5,Other
Data Analyst,Scrini Ai,1-6 Yrs,Not disclosed,Noida,"Analytical skills, Data analysis, IT projects, Programming, Data Analyst, data visualization, Analyst 2, SQL",1 day ago,https://www.naukri.com/job-listings-data-analyst-scrini-ai-noida-1-to-6-years-080426504309,2026-04-10 13:02,"Analytical skills, Data analysis, IT projects, Programming, Data Analyst, data visualization, Analyst 2, SQL  Data Analyst","data analysis, data visualization, sql",Noida,,,,1.0,6.0,3.5,Other
Data Analyst - AI/ML,Assent,3-8 Yrs,Not disclosed,Pune,"Computer science, Data analysis, metadata, Manager Quality Assurance, Business analytics, Analytical, Data quality, Reporting tools",1 day ago,https://www.naukri.com/job-listings-data-analyst-ai-ml-assent-pune-3-to-8-years-080426503158,2026-04-10 13:02,"Computer science, Data analysis, metadata, Manager Quality Assurance, Business analytics, Analytical, Data quality, Reporting tools  Data Analyst - AI/ML","data analysis, data quality, reporting",Pune,,,,3.0,8.0,5.5,Other
Data Analyst,Int9 Solutions,5-10 Yrs,Not disclosed,Pune,"Computer science, Automation, Networking, Analytical, Consulting, Oracle, microsoft, Troubleshooting",1 day ago,https://www.naukri.com/job-listings-data-analyst-int9-solutions-pune-5-to-10-years-080426503156,2026-04-10 13:02,"Computer science, Automation, Networking, Analytical, Consulting, Oracle, microsoft, Troubleshooting  Data Analyst",data analysis,Pune,,,,5.0,10.0,7.5,Other
Data Analyst,Pivotroots Digital,2-4 Yrs,Not disclosed,Mumbai,"Analytical skills, Digital media, power bi, Data quality, Data Analyst, data visualization, Digital marketing, CRM",1 day ago,https://www.naukri.com/job-listings-data-analyst-pivotroots-digital-pvt-ltd-mumbai-2-to-4-years-080426501290,2026-04-10 13:02,"Analytical skills, Digital media, power bi, Data quality, Data Analyst, data visualization, Digital marketing, CRM  Data Analyst","data analysis, data quality, data visualization, power bi",Mumbai,,,,2.0,4.0,3.0,Other
BBCRM Data Analyst,Blackbaud,3-4 Yrs,Not disclosed,Hyderabad,"Data analysis, Database design, data security, Business analysis, Manager Technology, Customer service, Management, microsoft",1 day ago,https://www.naukri.com/job-listings-bbcrm-data-analyst-blackbaud-hyderabad-3-to-4-years-080426501083,2026-04-10 13:02,"Data analysis, Database design, data security, Business analysis, Manager Technology, Customer service, Management, microsoft  BBCRM Data Analyst",data analysis,Hyderabad,,,,3.0,4.0,3.5,Other
Data Analyst,Leading Financial Audit Company,2-5 Yrs,5-8.5 Lacs PA,"Pune, Gurugram, Chennai","Power Bi, Alteryx, SQL, Dax, Data analysis, Data, Bi",1 day ago,https://www.naukri.com/job-listings-data-analyst-selective-global-search-pune-gurugram-chennai-2-to-5-years-080426031116,2026-04-10 13:02,"Power Bi, Alteryx, SQL, Dax, Data analysis, Data, Bi  Data Analyst","data analysis, dax, power bi, sql",Pune,5.0,8.5,6.75,2.0,5.0,3.5,Other
req: data analyst :noida,R.B Consultant,1-2 Yrs,1-1.75 Lacs PA,"Noida, New Delhi, Delhi / NCR","Computer Operating, Data Entry, data analyst, Data Analysis, Typing Speed, Back Office Processing, MIS Operations, Backend Operations",1 week ago,https://www.naukri.com/job-listings-req-data-analyst-noida-rb-consultant-noida-new-delhi-delhi-ncr-1-to-2-years-030426013007,2026-04-10 13:02,"Computer Operating, Data Entry, data analyst, Data Analysis, Typing Speed, Back Office Processing, MIS Operations, Backend Operations  req: data analyst :noida",data analysis,Noida,1.0,1.75,1.38,1.0,2.0,1.5,Other
Data Analyst,Cognizant,5-10 Yrs,Not disclosed,Hyderabad,"Data Analysis, Data Visualization, Advanced Excel, Tableau, SQL, Power Bi, Dashboard, Dashboarding",6 days ago,https://www.naukri.com/job-listings-data-analyst-cognizant-hyderabad-5-to-10-years-261125013003,2026-04-10 13:02,"Data Analysis, Data Visualization, Advanced Excel, Tableau, SQL, Power Bi, Dashboard, Dashboarding  Data Analyst","dashboard, data analysis, data visualization, excel, power bi, sql, tableau",Hyderabad,,,,5.0,10.0,7.5,IT Services
GN-Banking-Data AI-Analyst,Accenture,3-8 Yrs,Not disclosed,Bengaluru,"ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence",3 days ago,https://www.naukri.com/job-listings-gn-banking-data-ai-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-060426921245,2026-04-10 13:02,"ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence  GN-Banking-Data AI-Analyst","data analysis, power bi, python",Bengaluru,,,,3.0,8.0,5.5,IT Services
Data Analyst,Careernet,5-8 Yrs,Not disclosed,Gurugram,"Data Analysis, Data Analyst, Python, Product Owner, SQL, Analysis, Data",6 days ago,https://www.naukri.com/job-listings-data-analyst-careernet-gurugram-5-to-8-years-030426016694,2026-04-10 13:02,"Data Analysis, Data Analyst, Python, Product Owner, SQL, Analysis, Data  Data Analyst","data analysis, python, sql",Gurugram,,,,5.0,8.0,6.5,Other
DATA ANALYST,Godigi Infotech,No fixed duration,Unpaid,Pune,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-godigi-infotech-pune-0-to-1-years-130126506831,2026-04-10 13:02,  DATA ANALYST,,Pune,,,,,,,Other
Data Analyst,Infosys,5-10 Yrs,Not disclosed,Bengaluru,"data analyst, issue resolution, edi, knowledge management, sql, healthcare, application development, customer satisfaction",1 week ago,https://www.naukri.com/job-listings-data-analyst-infosys-limited-bengaluru-5-to-10-years-310326930977,2026-04-10 13:02,"data analyst, issue resolution, edi, knowledge management, sql, healthcare, application development, customer satisfaction  Data Analyst",sql,Bengaluru,,,,5.0,10.0,7.5,IT Services
ISC -C-BOM Data Analyst,Alstom,4-6 Yrs,Not disclosed,Bengaluru,"Data Analyst, ERP, project support, stakeholder management, CBoM implementation, process optimization, data preparation, Optimization",1 week ago,https://www.naukri.com/job-listings-isc-c-bom-data-analyst-alstom-transport-india-ltd-bengaluru-4-to-6-years-300326925910,2026-04-10 13:02,"Data Analyst, ERP, project support, stakeholder management, CBoM implementation, process optimization, data preparation, Optimization  ISC -C-BOM Data Analyst",stakeholder management,Bengaluru,,,,4.0,6.0,5.0,Other
Data Analyst,Siemens,5-6 Yrs,Not disclosed,Bengaluru,"data analyst, s3, snowflake, rest, python, data engineer, ai, data warehousing",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-siemens-limited-bengaluru-5-to-6-years-270326913313,2026-04-10 13:02,"data analyst, s3, snowflake, rest, python, data engineer, ai, data warehousing  Data Analyst","python, snowflake",Bengaluru,,,,5.0,6.0,5.5,Other
Data Analyst,Siemens,5-10 Yrs,Not disclosed,Bengaluru,"data analyst, python, data analysis, forecasting, data warehousing, power bi, sql, data quality",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-siemens-limited-bengaluru-5-to-10-years-270326909851,2026-04-10 13:02,"data analyst, python, data analysis, forecasting, data warehousing, power bi, sql, data quality  Data Analyst","data analysis, data quality, power bi, python, sql",Bengaluru,,,,5.0,10.0,7.5,Other
Data Analyst,Great Place to Work,0-2 Yrs,2-5 Lacs PA,Hybrid - Mumbai(Lower Parel),"Power Bi, Data Analysis, Excel, Research Analysis, Data Visualization, Dashboards, Data Reporting, SQL",1 week ago,https://www.naukri.com/job-listings-data-analyst-great-place-to-work-mumbai-0-to-2-years-170326021042,2026-04-10 13:02,"Power Bi, Data Analysis, Excel, Research Analysis, Data Visualization, Dashboards, Data Reporting, SQL  Data Analyst","data analysis, data visualization, excel, power bi, reporting, sql",Mumbai(Lower Parel),2.0,5.0,3.5,0.0,2.0,1.0,Other
Data Analyst,S&P Global Market Intelligence,0-2 Yrs,Not disclosed,Gurugram,"data analyst, data analytics, power bi, analytical skills, environmental science, research, sustainability reporting, sql",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-s-p-capital-iq-india-pvt-ltd-gurugram-0-to-2-years-100326927740,2026-04-10 13:02,"data analyst, data analytics, power bi, analytical skills, environmental science, research, sustainability reporting, sql  Data Analyst","data analysis, power bi, reporting, sql",Gurugram,,,,0.0,2.0,1.0,Other
Data Analyst,21K Schoolmindreflex Technologies,1-2 Yrs,Not disclosed,Bengaluru,"SQL queries, Data validation, Publishing, Analytical, Reconciliation, power bi, Data Analyst, Data quality",2 days ago,https://www.naukri.com/job-listings-data-analyst-21k-school-mindreflex-technologies-private-limited-bengaluru-1-to-2-years-070426501799,2026-04-10 13:02,"SQL queries, Data validation, Publishing, Analytical, Reconciliation, power bi, Data Analyst, Data quality  Data Analyst","data analysis, data quality, power bi, sql",Bengaluru,,,,1.0,2.0,1.5,Other
Data Governance Analyst,Clarivate,4-9 Yrs,Not disclosed,Bengaluru,"data governance, operations management, data analytics, data quality management, master data management, sales, salesforce, data cleansing",1 week ago,https://www.naukri.com/job-listings-data-governance-analyst-clarivate-analytics-india-private-limited-bengaluru-4-to-9-years-310326922733,2026-04-10 13:02,"data governance, operations management, data analytics, data quality management, master data management, sales, salesforce, data cleansing  Data Governance Analyst","data analysis, data governance, data quality",Bengaluru,,,,4.0,9.0,6.5,Other
Data Analyst,BKV Software Technologies,0-3 Yrs,1.8-2.4 Lacs PA,Tirupati,"Xml Coding, English, Telugu, Epub, HTML, Style Sheets, Css And Javascript, Sheet",Few hours ago,https://www.naukri.com/job-listings-data-analyst-bkv-software-technologies-tirupati-0-to-3-years-100426004614,2026-04-10 13:02,"Xml Coding, English, Telugu, Epub, HTML, Style Sheets, Css And Javascript, Sheet  Data Analyst",,Tirupati,1.8,2.4,2.1,0.0,3.0,1.5,Other
Data Analyst,Careernet,5-7 Yrs,Not disclosed,Bengaluru,"Data modeling, Bigquery, Agile, ETL, Python, Data Modelling, Data Warehouse, Data",1 week ago,https://www.naukri.com/job-listings-data-analyst-careernet-bengaluru-5-to-7-years-270326019591,2026-04-10 13:02,"Data modeling, Bigquery, Agile, ETL, Python, Data Modelling, Data Warehouse, Data  Data Analyst","bigquery, data modeling, data warehouse, etl, python",Bengaluru,,,,5.0,7.0,6.0,Other
Data Analyst,Persistent,8-12 Yrs,Not disclosed,"Pune, Chennai, Bengaluru","Integration, Snowflake, Data Modeling, Data, Modeling, Data analysis",1 week ago,https://www.naukri.com/job-listings-data-analyst-persistent-pune-chennai-bengaluru-8-to-12-years-300326015451,2026-04-10 13:02,"Integration, Snowflake, Data Modeling, Data, Modeling, Data analysis  Data Analyst","data analysis, data modeling, snowflake",Pune,,,,8.0,12.0,10.0,Other
Data Analyst - Data Forward Event,S&P Global Market Intelligence,1-4 Yrs,Not disclosed,"Hyderabad, Ahmedabad, Bengaluru","data analysis, financial data, secondary research, automation, trade, process improvement, market data, collection",1 week ago,https://www.naukri.com/job-listings-data-analyst-data-forward-event-sp-capital-iq-india-pvt-ltd-hyderabad-ahmedabad-bengaluru-1-to-4-years-020426929147,2026-04-10 13:02,"data analysis, financial data, secondary research, automation, trade, process improvement, market data, collection  Data Analyst - Data Forward Event",data analysis,Hyderabad,,,,1.0,4.0,2.5,Other
Data Analyst,ADA Global,0-1 Yrs,Not disclosed,Bengaluru,"python, data analysis, data analytics, power bi, data warehousing, dashboards, business intelligence, sql",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ada-global-bengaluru-0-to-1-years-060226501811,2026-04-10 13:02,"python, data analysis, data analytics, power bi, data warehousing, dashboards, business intelligence, sql  Data Analyst","data analysis, power bi, python, sql",Bengaluru,,,,0.0,1.0,0.5,Other
Data Analyst (IoT),Log9 Materials,0-6 Yrs,Not disclosed,Bengaluru,"SAS, big data analytics, Data Analyst, Customer service, Business intelligence, Macros, Analytics, Reporting tools",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-iot-log9-materials-bengaluru-0-to-6-years-110325506630,2026-04-10 13:02,"SAS, big data analytics, Data Analyst, Customer service, Business intelligence, Macros, Analytics, Reporting tools  Data Analyst (IoT)","data analysis, power bi, reporting",Bengaluru,,,,0.0,6.0,3.0,Other
data analyst Fresher/ 6 months computer diploma-12k,R.B Consultant,0-1 Yrs,"50,000-1.25 Lacs PA","Noida, New Delhi, Greater Noida, Delhi / NCR","Data Analysis, Back Office Operations, Computer Operating, Data Entry, Typing Speed, Back Office Processing, Backend Operations, Data Processing",6 days ago,https://www.naukri.com/job-listings-data-analyst-fresher-6-months-computer-diploma-12k-rb-consultant-noida-new-delhi-greater-noida-delhi-ncr-0-to-1-years-040426006249,2026-04-10 13:02,"Data Analysis, Back Office Operations, Computer Operating, Data Entry, Typing Speed, Back Office Processing, Backend Operations, Data Processing  data analyst Fresher/ 6 months computer diploma-12k",data analysis,Noida,50000.0,1.25,25000.62,0.0,1.0,0.5,Other
Data Analyst,Cognizant,5-10 Yrs,Not disclosed,Hyderabad,"Data Analysis, Google-internal data portals, SQL, Python, Analysis, Data",1 week ago,https://www.naukri.com/job-listings-data-analyst-cognizant-hyderabad-5-to-10-years-020426035317,2026-04-10 13:02,"Data Analysis, Google-internal data portals, SQL, Python, Analysis, Data  Data Analyst","data analysis, python, sql",Hyderabad,,,,5.0,10.0,7.5,IT Services
